metric,value_column,metric_description,profile_label,benchmark,method_label,attempted_runs,successful_runs,fastest_value_ms,fastest_transfer_mode,fastest_run_id,fastest_checkpoint_ms,fastest_transfer_ms,fastest_restore_ms,fastest_predump_ms,slowest_value_ms,slowest_transfer_mode,slowest_run_id,slowest_checkpoint_ms,slowest_transfer_ms,slowest_restore_ms,slowest_predump_ms
downtime,raw_downtime_ms,raw measured downtime,TEE Worst,Counter (CRIU),Post-copy,60,60,156201.0,direct,22-05-2026-direct-postcopy-0005,1016.0,141376.0,13370.0,0.0,954692.0,host,22-05-2026-host-postcopy-0010,970.0,925796.0,25829.0,0.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,TCP Client (CRIU),Cold,80,80,3669.0,direct,06-05-2026-direct-cold-0005,325.0,1504.0,341.0,0.0,8363.0,host,06-05-2026-host-cold-0028,369.0,2833.0,376.0,0.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,TCP Client (CRIU),Pre-copy,79,79,3525.0,direct,06-05-2026-direct-precopy-0023,296.0,1781.0,316.0,16294.0,8200.0,host,06-05-2026-host-precopy-0000,340.0,2778.0,637.0,27831.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,TCP Client (CRIU),Post-copy,78,78,4099.0,direct,06-05-2026-direct-postcopy-0025,741.0,1500.0,354.0,0.0,8574.0,host,06-05-2026-host-postcopy-0034,863.0,3425.0,344.0,0.0
downtime,raw_downtime_ms,raw measured downtime,5G,TCP Client (CRIU),Cold,80,80,3900.0,direct,10-05-2026-direct-cold-0001,333.0,1678.0,312.0,0.0,9090.0,host,10-05-2026-host-cold-0015,665.0,3300.0,293.0,0.0
downtime,raw_downtime_ms,raw measured downtime,5G,TCP Client (CRIU),Pre-copy,80,79,3805.0,direct,10-05-2026-direct-precopy-0002,297.0,1720.0,305.0,16707.0,8878.0,host,10-05-2026-host-precopy-0019,704.0,3153.0,309.0,29483.0
downtime,raw_downtime_ms,raw measured downtime,5G,TCP Client (CRIU),Post-copy,80,80,4379.0,direct,10-05-2026-direct-postcopy-0030,755.0,1624.0,376.0,0.0,9435.0,host,10-05-2026-host-postcopy-0010,763.0,3673.0,437.0,0.0
downtime,raw_downtime_ms,raw measured downtime,LTE,TCP Client (CRIU),Cold,80,80,5830.0,direct,11-05-2026-direct-cold-0022,367.0,2953.0,362.0,0.0,12655.0,host,11-05-2026-host-cold-0012,360.0,6214.0,306.0,0.0
downtime,raw_downtime_ms,raw measured downtime,LTE,TCP Client (CRIU),Pre-copy,80,80,5836.0,direct,11-05-2026-direct-precopy-0022,292.0,2948.0,308.0,23688.0,12800.0,host,11-05-2026-host-precopy-0001,335.0,5968.0,307.0,40126.0
downtime,raw_downtime_ms,raw measured downtime,LTE,TCP Client (CRIU),Post-copy,80,80,6434.0,direct,11-05-2026-direct-postcopy-0008,724.0,3008.0,443.0,0.0,13447.0,host,11-05-2026-host-postcopy-0007,731.0,5981.0,502.0,0.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,TCP Client (CRIU),Cold,80,80,6252.0,direct,12-05-2026-direct-cold-0002,332.0,3223.0,313.0,0.0,14631.0,host,12-05-2026-host-cold-0022,341.0,7344.0,362.0,0.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,TCP Client (CRIU),Pre-copy,80,76,6227.0,direct,12-05-2026-direct-precopy-0000,280.0,3048.0,304.0,24348.0,14994.0,host,12-05-2026-host-precopy-0027,297.0,6962.0,303.0,42545.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,TCP Client (CRIU),Post-copy,80,80,6832.0,direct,12-05-2026-direct-postcopy-0019,708.0,3195.0,558.0,0.0,14797.0,host,12-05-2026-host-postcopy-0014,758.0,6993.0,530.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,TCP Client (CRIU),Cold,80,48,17573.0,direct,13-05-2026-direct-cold-0007,320.0,10657.0,318.0,0.0,44005.0,host,12-05-2026-host-cold-0058,373.0,25731.0,320.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,TCP Client (CRIU),Pre-copy,79,73,16432.0,direct,12-05-2026-direct-precopy-0048,364.0,9661.0,301.0,75670.0,50441.0,host,13-05-2026-host-precopy-0001,810.0,23959.0,461.0,124291.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,TCP Client (CRIU),Post-copy,80,66,18190.0,direct,12-05-2026-direct-postcopy-0045,757.0,10061.0,1150.0,0.0,54241.0,host,13-05-2026-host-postcopy-0017,733.0,34695.0,1133.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,TCP Client (CRIU),Cold,80,74,35388.0,direct,15-05-2026-direct-cold-0012,352.0,23719.0,318.0,0.0,112689.0,host,15-05-2026-host-cold-0000,422.0,62160.0,420.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,TCP Client (CRIU),Pre-copy,80,58,35230.0,direct,15-05-2026-direct-precopy-0005,329.0,20633.0,326.0,160342.0,121714.0,host,15-05-2026-host-precopy-0006,677.0,67972.0,336.0,249687.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,TCP Client (CRIU),Post-copy,80,68,34383.0,direct,15-05-2026-direct-postcopy-0029,715.0,18176.0,1965.0,0.0,137025.0,host,15-05-2026-host-postcopy-0026,730.0,101051.0,3589.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Worst,TCP Client (CRIU),Cold,60,52,167486.0,direct,24-05-2026-direct-cold-0002,340.0,166317.0,327.0,0.0,1033388.0,host,24-05-2026-host-cold-0009,348.0,1030581.0,338.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Worst,TCP Client (CRIU),Pre-copy,60,34,174452.0,direct,24-05-2026-direct-precopy-0005,625.0,172982.0,330.0,775429.0,971612.0,host,24-05-2026-host-precopy-0006,664.0,968397.0,312.0,1203034.0
downtime,raw_downtime_ms,raw measured downtime,TEE Worst,TCP Client (CRIU),Post-copy,60,24,176807.0,direct,24-05-2026-direct-postcopy-0001,782.0,163250.0,12366.0,0.0,792447.0,host,24-05-2026-host-postcopy-0013,745.0,763638.0,25898.0,0.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,Game of Life (CRIU),Cold,80,80,3860.0,direct,06-05-2026-direct-cold-0010,324.0,3295.0,327.0,0.0,8835.0,host,06-05-2026-host-cold-0020,482.0,4833.0,520.0,0.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,Game of Life (CRIU),Pre-copy,80,80,3781.0,direct,06-05-2026-direct-precopy-0019,301.0,2614.0,335.0,20222.0,8444.0,host,06-05-2026-host-precopy-0000,551.0,4003.0,328.0,31787.0
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,Game of Life (CRIU),Post-copy,80,80,4325.0,direct,06-05-2026-direct-postcopy-0034,1012.0,1611.0,334.0,0.0,9027.0,host,06-05-2026-host-postcopy-0036,999.0,5021.0,319.0,0.0
downtime,raw_downtime_ms,raw measured downtime,5G,Game of Life (CRIU),Cold,80,80,4397.0,direct,10-05-2026-direct-cold-0001,351.0,3666.0,365.0,0.0,10229.0,host,11-05-2026-host-cold-0001,353.0,6837.0,322.0,0.0
downtime,raw_downtime_ms,raw measured downtime,5G,Game of Life (CRIU),Pre-copy,80,79,4253.0,direct,10-05-2026-direct-precopy-0004,339.0,3020.0,314.0,21486.0,10371.0,host,10-05-2026-host-precopy-0003,397.0,6113.0,333.0,34609.0
downtime,raw_downtime_ms,raw measured downtime,5G,Game of Life (CRIU),Post-copy,80,80,4669.0,direct,10-05-2026-direct-postcopy-0016,1102.0,1691.0,346.0,0.0,9797.0,host,11-05-2026-host-postcopy-0018,983.0,3220.0,360.0,0.0
downtime,raw_downtime_ms,raw measured downtime,LTE,Game of Life (CRIU),Cold,80,80,8363.0,direct,11-05-2026-direct-cold-0056,352.0,7318.0,293.0,0.0,38359.0,host,11-05-2026-host-cold-0028,358.0,33574.0,343.0,0.0
downtime,raw_downtime_ms,raw measured downtime,LTE,Game of Life (CRIU),Pre-copy,80,79,7319.0,direct,11-05-2026-direct-precopy-0031,328.0,5137.0,344.0,43726.0,22770.0,host,11-05-2026-host-precopy-0048,302.0,17102.0,316.0,55313.0
downtime,raw_downtime_ms,raw measured downtime,LTE,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
downtime,raw_downtime_ms,raw measured downtime,Starlink,Game of Life (CRIU),Cold,80,80,8328.0,direct,12-05-2026-direct-cold-0030,336.0,6667.0,367.0,0.0,127084.0,host,12-05-2026-host-cold-0036,368.0,121623.0,331.0,0.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,Game of Life (CRIU),Pre-copy,80,79,7706.0,direct,12-05-2026-direct-precopy-0020,340.0,4924.0,326.0,113840.0,51523.0,host,12-05-2026-host-precopy-0023,657.0,45138.0,321.0,160119.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
downtime,raw_downtime_ms,raw measured downtime,TEE Best,Game of Life (CRIU),Cold,80,79,372942.0,direct,13-05-2026-direct-cold-0006,341.0,367433.0,326.0,0.0,1089406.0,host,13-05-2026-host-cold-0001,389.0,1075034.0,343.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,Game of Life (CRIU),Pre-copy,80,80,73492.0,direct,14-05-2026-direct-precopy-0006,661.0,62390.0,348.0,760232.0,257617.0,host,13-05-2026-host-precopy-0012,640.0,242498.0,324.0,1280339.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,Game of Life (CRIU),Post-copy,80,1,1013990.0,host,14-05-2026-host-postcopy-0007,980.0,998935.0,385.0,0.0,1013990.0,host,14-05-2026-host-postcopy-0007,980.0,998935.0,385.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,Game of Life (CRIU),Cold,80,79,1074166.0,direct,16-05-2026-direct-cold-0008,340.0,1059938.0,339.0,0.0,2671275.0,host,16-05-2026-host-cold-0009,306.0,2638197.0,352.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,Game of Life (CRIU),Pre-copy,80,79,179705.0,direct,18-05-2026-direct-precopy-0006,711.0,165426.0,312.0,1776580.0,517918.0,host,16-05-2026-host-precopy-0003,677.0,489088.0,349.0,3483861.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,Game of Life (CRIU),Post-copy,80,0,,,,,,,,,,,,,,
downtime,raw_downtime_ms,raw measured downtime,WiFi 6,WebAssembly,Wasm,80,80,4922.0,direct,06-05-2026-direct-cold-0011,1.0,1395.0,1909.0,0.0,9580.0,host,06-05-2026-host-cold-0008,1.0,2774.0,2093.0,0.0
downtime,raw_downtime_ms,raw measured downtime,5G,WebAssembly,Wasm,80,80,5148.0,direct,11-05-2026-direct-cold-0022,1.0,1600.0,1927.0,0.0,10212.0,host,11-05-2026-host-cold-0009,1.0,3096.0,2131.0,0.0
downtime,raw_downtime_ms,raw measured downtime,LTE,WebAssembly,Wasm,80,80,7094.0,direct,11-05-2026-direct-cold-0045,1.0,2767.0,1939.0,0.0,14520.0,host,11-05-2026-host-cold-0072,1.0,6197.0,1890.0,0.0
downtime,raw_downtime_ms,raw measured downtime,Starlink,WebAssembly,Wasm,80,80,7462.0,direct,12-05-2026-direct-cold-0029,1.0,2962.0,2045.0,0.0,15900.0,host,12-05-2026-host-cold-0019,1.0,6471.0,2002.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Best,WebAssembly,Wasm,80,80,17790.0,direct,15-05-2026-direct-cold-0036,1.0,9479.0,2036.0,0.0,46754.0,host,15-05-2026-host-cold-0002,1.0,30239.0,1919.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Avg,WebAssembly,Wasm,80,79,33241.0,direct,21-05-2026-direct-cold-0009,1.0,18715.0,1932.0,0.0,104339.0,host,21-05-2026-host-cold-0042,1.0,55377.0,2343.0,0.0
downtime,raw_downtime_ms,raw measured downtime,TEE Worst,WebAssembly,Wasm,60,60,248922.0,direct,22-05-2026-direct-cold-0025,1.0,165715.0,2227.0,0.0,1269302.0,host,22-05-2026-host-cold-0015,1.0,934620.0,2284.0,0.0
